1	2	3
4	94	1
4	96	1
4	97	1
4	112	1
4	118	1
4	119	1
4	120	1
4	122	1
4	124	1
4	131	5
4	132	5
4	135	1
4	136	2
4	142	1
4	143	1
4	145	1
4	146	1
4	147	1
4	148	1
4	149	1
4	157	1
4	158	1
4	168	1
4	179	1
4	184	2
4	187	1
4	189	1
4	192	1
4	196	1
4	200	1
4	203	1
4	204	1
4	206	1
4	212	1
4	213	1
4	215	5
4	216	1
4	220	3
4	223	1
4	227	2
4	228	1
4	231	5
4	232	3
4	233	2
4	238	1
4	239	1
4	240	1
4	242	1
4	244	1
4	245	1
4	246	3
4	247	1
4	252	1
4	257	1
4	259	2
4	260	1
4	261	1
4	265	3
4	269	1
4	271	1
4	272	1
4	273	1
4	275	1
4	277	1
4	279	3
4	283	1
4	287	1
4	289	1
4	291	1
4	293	2
4	299	1
4	307	1
4	312	2
4	316	1
4	330	1
4	333	1
5	6	2
5	7	1
5	8	2
5	9	2
5	11	7
5	12	3
5	13	3
5	14	13
5	15	13
5	16	3
5	17	1
5	18	1
5	19	1
5	20	2
5	21	2
5	22	5
5	23	5
5	24	5
5	25	2
5	26	2
5	28	3
5	30	3
5	31	1
5	32	2
5	33	1
5	36	1
5	39	1
5	40	1
5	41	2
5	43	2
5	44	6
5	45	5
5	46	6
5	47	1
5	48	2
5	49	1
5	50	1
5	51	2
5	53	1
5	54	3
5	56	3
5	57	6
5	58	1
5	61	6
5	62	7
5	64	1
5	65	2
5	66	1
5	67	10
5	68	5
5	69	3
5	70	2
5	71	3
5	72	6
5	74	1
5	76	1
5	77	5
5	78	1
5	79	2
5	80	3
5	82	1
5	83	3
5	84	2
5	85	3
5	86	3
5	91	1
5	94	1
5	95	1
5	97	3
5	99	3
5	101	1
5	102	3
5	103	3
5	108	1
5	110	1
5	111	9
5	112	1
5	114	1
5	117	1
5	122	1
5	123	2
5	127	1
5	129	1
5	130	1
5	131	9
5	132	6
5	135	2
5	138	3
5	142	2
5	143	2
5	145	2
5	146	1
5	148	2
5	149	1
5	151	1
5	153	1
5	156	2
5	166	1
5	168	3
5	170	2
5	174	3
5	175	2
5	176	3
5	179	2
5	180	1
5	184	1
5	186	1
5	188	2
5	192	3
5	193	2
5	194	3
5	195	1
5	198	4
5	199	4
5	200	4
5	201	1
5	204	2
5	205	1
5	206	1
5	207	3
5	208	3
5	211	2
5	212	2
5	215	1
5	217	3
5	218	1
5	219	5
5	220	4
5	222	2
5	223	3
5	224	1
5	225	2
5	226	1
5	227	1
5	228	1
5	229	1
5	232	2
5	233	2
5	234	2
5	235	1
5	236	2
5	239	1
5	240	1
5	242	2
5	243	1
5	244	2
5	245	2
5	246	6
5	247	3
5	248	2
5	250	1
5	251	3
5	252	1
5	255	1
5	256	2
5	258	3
5	259	3
5	265	6
5	266	2
5	268	2
5	271	2
5	272	1
5	273	1
5	274	1
5	275	2
5	277	4
5	279	8
5	283	1
5	285	2
5	287	11
5	288	2
5	289	2
5	291	1
5	294	3
5	296	2
5	299	1
5	300	1
5	301	2
5	302	2
5	303	3
5	304	2
5	305	1
5	307	3
5	309	2
5	310	1
5	311	1
5	312	4
5	313	2
5	314	1
5	315	3
5	316	4
5	317	1
5	319	3
5	320	5
5	321	1
5	322	2
5	324	2
5	327	1
5	328	1
5	333	1
6	9	1
6	11	7
6	12	2
6	13	2
6	15	1
6	17	1
6	19	1
6	20	2
6	22	3
6	23	6
6	24	10
6	25	2
6	26	1
6	28	3
6	30	4
6	32	1
6	42	2
6	43	1
6	44	4
6	45	2
6	46	4
6	47	2
6	50	3
6	51	1
6	54	6
6	57	2
6	58	2
6	60	4
6	61	2
6	62	5
6	63	1
6	65	3
6	66	1
6	67	4
6	68	2
6	69	1
6	70	1
6	71	1
6	72	4
6	74	1
6	76	1
6	77	4
6	79	6
6	82	1
6	83	1
6	84	3
6	85	8
6	86	4
6	87	2
6	90	1
6	93	1
6	99	2
6	101	1
6	102	1
6	104	3
6	107	1
6	110	1
6	118	3
6	119	2
6	120	1
6	122	1
6	123	1
6	125	1
6	126	1
6	127	2
6	130	2
6	131	7
6	132	7
6	135	9
6	136	1
6	138	4
6	141	1
6	142	1
6	147	1
6	148	2
6	149	3
6	156	4
6	158	1
6	168	2
6	169	1
6	171	1
6	173	1
6	181	1
6	182	1
6	185	3
6	189	2
6	190	1
6	192	1
6	193	1
6	194	2
6	195	1
6	199	1
6	200	2
6	201	1
6	202	3
6	207	1
6	208	2
6	212	6
6	213	1
6	215	2
6	219	7
6	220	4
6	221	1
6	222	2
6	223	2
6	225	1
6	226	3
6	228	1
6	229	1
6	231	2
6	232	3
6	233	3
6	234	1
6	236	1
6	237	1
6	238	2
6	240	1
6	241	1
6	243	3
6	244	1
6	245	2
6	246	2
6	249	2
6	251	3
6	254	1
6	256	2
6	257	1
6	258	1
6	259	4
6	260	1
6	262	1
6	264	1
6	265	1
6	268	1
6	269	1
6	270	1
6	272	1
6	274	1
6	275	2
6	278	1
6	279	9
6	281	1
6	284	2
6	285	1
6	287	4
6	288	1
6	291	2
6	294	1
6	296	1
6	297	1
6	298	1
6	299	1
6	303	1
6	304	1
6	305	1
6	306	2
6	307	3
6	308	2
6	310	1
6	311	1
6	313	1
6	315	1
6	316	9
6	317	2
6	318	3
6	319	6
6	320	7
6	321	1
6	322	5
6	323	1
6	324	1
6	326	1
6	328	1
6	329	1
7	9	7
7	13	3
7	14	1
7	15	1
7	18	1
7	21	8
7	29	1
7	31	1
7	35	1
7	41	1
7	51	1
7	56	2
7	59	3
7	62	1
7	63	1
7	70	1
7	72	1
7	73	1
7	82	1
7	89	1
7	91	1
7	94	1
7	96	2
7	100	1
7	102	1
7	105	1
7	111	5
7	112	2
7	113	1
7	115	1
7	135	1
7	139	1
7	141	1
7	144	2
7	152	1
7	155	2
7	157	1
7	162	2
7	163	2
7	164	3
7	166	1
7	167	1
7	173	3
7	174	4
7	175	3
7	176	4
7	180	1
7	183	1
7	184	3
7	186	1
7	187	1
7	192	1
7	196	1
7	198	7
7	203	2
7	204	4
7	205	4
7	206	5
7	208	1
7	214	1
7	217	3
7	218	1
7	223	1
7	229	4
7	230	2
7	234	3
7	238	1
7	239	4
7	242	1
7	246	3
7	247	1
7	248	3
7	250	1
7	255	1
7	256	1
7	257	1
7	264	1
7	265	1
7	266	2
7	267	2
7	269	1
7	273	2
7	277	2
7	283	3
7	285	1
7	287	3
7	289	1
7	301	2
7	307	2
7	309	1
7	311	2
7	312	3
7	325	1
7	329	1
7	330	4
7	332	1
7	333	1
8	9	18
8	10	5
8	12	5
8	13	2
8	14	7
8	15	9
8	16	2
8	18	1
8	19	1
8	21	14
8	23	1
8	24	1
8	25	1
8	26	1
8	27	1
8	28	7
8	30	2
8	31	2
8	34	2
8	38	4
8	39	1
8	40	1
8	41	1
8	44	1
8	46	3
8	47	6
8	48	1
8	49	1
8	51	9
8	52	1
8	56	2
8	59	1
8	60	1
8	62	1
8	64	1
8	67	1
8	69	1
8	70	5
8	72	1
8	73	3
8	75	7
8	77	4
8	78	1
8	82	1
8	83	1
8	86	1
8	92	1
8	94	1
8	95	1
8	97	3
8	98	2
8	103	2
8	105	2
8	106	1
8	107	1
8	109	3
8	110	1
8	111	12
8	112	1
8	122	2
8	123	3
8	126	2
8	131	3
8	132	1
8	133	1
8	134	1
8	135	1
8	136	2
8	141	1
8	148	1
8	149	2
8	157	1
8	158	2
8	159	2
8	162	4
8	163	2
8	164	2
8	165	2
8	166	1
8	167	3
8	168	1
8	170	1
8	173	3
8	174	7
8	175	5
8	176	2
8	179	1
8	181	1
8	183	2
8	184	4
8	188	1
8	191	2
8	192	2
8	194	1
8	196	2
8	197	1
8	198	1
8	199	1
8	202	4
8	203	3
8	204	5
8	205	1
8	206	2
8	207	3
8	213	1
8	214	1
8	215	2
8	217	1
8	219	1
8	220	2
8	221	3
8	222	1
8	223	3
8	225	1
8	229	1
8	233	1
8	234	6
8	235	1
8	239	1
8	240	2
8	242	1
8	244	1
8	246	11
8	247	3
8	248	4
8	250	1
8	251	2
8	252	8
8	253	4
8	256	8
8	257	3
8	264	2
8	265	4
8	266	1
8	267	1
8	268	1
8	272	1
8	273	4
8	276	2
8	277	8
8	278	1
8	279	2
8	280	2
8	281	2
8	282	1
8	283	2
8	286	1
8	287	9
8	288	1
8	290	1
8	292	2
8	294	3
8	295	1
8	301	7
8	303	4
8	304	3
8	307	2
8	309	1
8	311	3
8	312	4
8	313	1
8	316	2
8	325	4
8	326	1
8	328	4
8	329	2
8	330	4
8	332	4
8	333	1
9	10	5
9	12	5
9	13	10
9	14	21
9	15	18
9	16	5
9	17	6
9	18	5
9	19	2
9	21	74
9	22	1
9	23	1
9	25	2
9	27	5
9	28	8
9	29	5
9	30	3
9	31	7
9	33	1
9	34	2
9	35	2
9	38	3
9	41	2
9	46	1
9	47	3
9	48	3
9	51	16
9	52	3
9	53	2
9	55	1
9	56	11
9	57	1
9	59	17
9	60	1
9	62	4
9	63	4
9	67	3
9	68	2
9	69	1
9	70	13
9	71	1
9	72	1
9	73	6
9	74	1
9	75	9
9	77	2
9	79	1
9	81	5
9	82	1
9	87	2
9	88	8
9	89	3
9	90	4
9	91	4
9	92	4
9	93	2
9	94	14
9	95	2
9	96	5
9	97	4
9	98	4
9	100	1
9	102	1
9	103	3
9	105	4
9	106	4
9	107	4
9	108	1
9	109	1
9	110	8
9	111	28
9	112	12
9	113	3
9	115	9
9	116	6
9	117	4
9	122	1
9	123	5
9	124	2
9	125	2
9	126	7
9	127	2
9	131	1
9	132	2
9	133	1
9	134	1
9	135	4
9	136	2
9	138	1
9	140	4
9	141	6
9	143	4
9	144	4
9	146	1
9	147	1
9	148	6
9	149	2
9	150	3
9	151	1
9	152	10
9	153	1
9	154	1
9	155	5
9	156	4
9	157	7
9	158	2
9	159	1
9	161	1
9	162	7
9	163	8
9	164	5
9	165	10
9	166	8
9	167	10
9	168	1
9	170	2
9	172	1
9	173	12
9	174	20
9	175	20
9	176	17
9	177	1
9	178	3
9	179	2
9	180	6
9	181	1
9	183	6
9	184	14
9	186	9
9	187	1
9	188	3
9	189	1
9	191	5
9	192	3
9	194	1
9	196	3
9	197	4
9	198	22
9	199	1
9	202	4
9	203	11
9	204	27
9	205	19
9	206	21
9	207	1
9	208	4
9	209	2
9	213	2
9	214	4
9	215	3
9	217	18
9	218	4
9	220	2
9	221	2
9	222	1
9	223	14
9	224	5
9	226	2
9	228	5
9	229	8
9	230	9
9	231	1
9	232	1
9	233	1
9	234	17
9	235	4
9	237	2
9	239	11
9	240	6
9	242	5
9	246	28
9	247	7
9	248	15
9	249	2
9	250	2
9	251	3
9	252	14
9	253	4
9	255	3
9	256	10
9	257	8
9	258	1
9	263	1
9	264	3
9	265	18
9	266	3
9	267	5
9	268	1
9	269	1
9	272	1
9	273	11
9	275	2
9	276	3
9	277	11
9	278	6
9	279	1
9	280	6
9	281	3
9	282	2
9	283	13
9	286	2
9	287	28
9	290	1
9	292	1
9	293	2
9	294	7
9	295	4
9	296	5
9	300	4
9	301	10
9	302	3
9	303	2
9	304	2
9	307	11
9	309	6
9	310	1
9	311	14
9	312	9
9	313	1
9	316	1
9	317	1
9	325	5
9	326	1
9	328	3
9	329	4
9	330	15
9	331	2
9	332	3
9	333	6
10	12	1
10	13	1
10	14	5
10	15	7
10	18	1
10	21	3
10	28	2
10	29	1
10	30	2
10	31	1
10	34	1
10	38	2
10	39	1
10	46	1
10	47	1
10	51	1
10	53	1
10	54	1
10	56	4
10	59	2
10	67	1
10	70	1
10	72	1
10	73	4
10	77	1
10	79	1
10	82	1
10	88	1
10	95	1
10	97	2
10	100	1
10	102	1
10	103	2
10	105	1
10	110	1
10	111	7
10	112	2
10	115	2
10	116	1
10	131	1
10	132	1
10	140	1
10	143	2
10	150	2
10	152	1
10	159	3
10	161	1
10	162	1
10	165	1
10	167	1
10	168	1
10	170	1
10	172	1
10	173	4
10	174	3
10	175	4
10	176	2
10	178	1
10	183	6
10	184	5
10	188	1
10	191	2
10	196	6
10	197	1
10	202	2
10	204	2
10	208	2
10	210	1
10	211	4
10	214	1
10	218	2
10	221	1
10	223	1
10	229	2
10	231	2
10	234	3
10	237	3
10	239	2
10	240	1
10	242	2
10	246	7
10	247	1
10	248	1
10	250	1
10	251	1
10	252	2
10	253	1
10	255	1
10	256	5
10	257	1
10	261	1
10	264	3
10	265	1
10	266	1
10	272	1
10	273	1
10	275	1
10	277	3
10	279	1
10	280	1
10	281	2
10	282	1
10	283	3
10	284	1
10	285	1
10	287	6
10	289	1
10	296	1
10	300	2
10	301	3
10	303	4
10	304	4
10	307	2
10	309	3
10	312	3
10	316	1
10	319	1
10	325	4
10	327	1
10	328	1
10	329	1
10	330	1
10	331	2
10	332	2
11	12	2
11	13	1
11	14	1
11	15	2
11	19	1
11	20	3
11	23	2
11	24	5
11	25	1
11	26	1
11	28	4
11	30	9
11	32	3
11	34	1
11	35	1
11	39	1
11	40	1
11	41	1
11	43	1
11	44	7
11	45	1
11	46	10
11	48	1
11	50	1
11	51	4
11	52	1
11	53	2
11	54	9
11	55	1
11	56	5
11	57	4
11	58	3
11	59	1
11	60	1
11	61	1
11	62	3
11	65	2
11	67	3
11	69	5
11	70	4
11	71	1
11	72	2
11	76	2
11	77	1
11	78	1
11	79	3
11	81	1
11	82	1
11	83	1
11	84	2
11	85	3
11	86	7
11	93	1
11	97	2
11	98	1
11	99	1
11	100	1
11	101	1
11	102	4
11	103	1
11	104	4
11	107	1
11	108	1
11	109	1
11	111	2
11	114	3
11	117	2
11	118	3
11	119	1
11	120	3
11	123	1
11	125	1
11	127	1
11	129	1
11	130	2
11	131	6
11	132	7
11	133	2
11	135	3
11	136	1
11	138	4
11	142	2
11	143	1
11	145	2
11	146	1
11	148	2
11	149	1
11	154	1
11	156	4
11	157	2
11	161	1
11	163	1
11	167	2
11	168	1
11	172	2
11	175	1
11	176	1
11	178	2
11	180	3
11	182	1
11	184	1
11	185	1
11	186	3
11	187	1
11	189	1
11	191	1
11	192	3
11	194	4
11	196	2
11	197	1
11	199	1
11	200	3
11	201	1
11	207	1
11	208	2
11	211	2
11	212	9
11	213	1
11	215	5
11	216	1
11	219	5
11	220	9
11	222	1
11	223	1
11	225	1
11	226	2
11	227	2
11	228	2
11	229	2
11	231	2
11	233	3
11	234	1
11	236	2
11	238	1
11	239	3
11	240	1
11	242	1
11	243	3
11	244	2
11	245	2
11	246	7
11	248	2
11	251	1
11	252	2
11	256	1
11	258	2
11	259	7
11	260	3
11	261	5
11	263	1
11	264	1
11	265	3
11	266	2
11	268	1
11	269	1
11	271	3
11	272	2
11	275	2
11	279	6
11	281	1
11	284	1
11	285	2
11	287	6
11	288	2
11	289	4
11	291	1
11	296	2
11	302	2
11	303	1
11	304	1
11	306	3
11	307	1
11	308	3
11	310	2
11	311	1
11	312	4
11	313	2
11	314	1
11	315	1
11	316	12
11	317	1
11	319	4
11	320	7
11	321	3
11	324	3
11	325	1
11	327	4
11	330	1
11	331	1
11	332	1
12	13	3
12	14	8
12	15	14
12	16	1
12	17	3
12	18	2
12	20	1
12	21	3
12	22	1
12	23	4
12	24	2
12	26	2
12	27	1
12	28	5
12	30	1
12	31	1
12	36	1
12	37	1
12	44	3
12	45	3
12	46	2
12	51	1
12	53	1
12	54	4
12	56	1
12	60	1
12	61	2
12	62	2
12	63	2
12	65	1
12	67	1
12	69	1
12	71	2
12	72	2
12	73	2
12	75	2
12	77	3
12	79	1
12	81	1
12	84	1
12	85	3
12	86	2
12	88	1
12	91	1
12	97	2
12	98	3
12	99	1
12	100	3
12	102	3
12	104	1
12	106	2
12	110	1
12	111	3
12	113	1
12	115	1
12	116	4
12	118	1
12	122	1
12	123	1
12	128	1
12	131	4
12	132	3
12	133	1
12	135	1
12	136	1
12	138	5
12	140	3
12	141	1
12	145	1
12	147	1
12	149	1
12	150	1
12	154	1
12	156	2
12	157	2
12	158	1
12	160	1
12	162	1
12	163	2
12	166	1
12	167	3
12	168	1
12	171	1
12	174	1
12	175	1
12	176	4
12	180	1
12	182	1
12	183	1
12	184	5
12	185	1
12	188	2
12	191	1
12	192	2
12	194	1
12	196	3
12	197	1
12	198	4
12	199	1
12	201	1
12	203	4
12	204	5
12	205	2
12	206	1
12	207	2
12	208	2
12	209	1
12	210	1
12	212	2
12	214	2
12	219	2
12	220	1
12	222	2
12	223	2
12	226	1
12	228	2
12	231	1
12	232	1
12	234	1
12	236	2
12	242	1
12	243	1
12	244	1
12	246	4
12	248	1
12	250	1
12	251	1
12	252	3
12	253	1
12	256	2
12	257	2
12	258	1
12	259	4
12	265	1
12	268	1
12	271	1
12	272	1
12	273	1
12	274	1
12	275	1
12	276	1
12	277	5
12	278	1
12	279	2
12	280	1
12	281	1
12	285	1
12	287	6
12	289	1
12	295	1
12	300	1
12	301	3
12	306	2
12	308	1
12	309	1
12	312	1
12	313	2
12	315	2
12	316	7
12	317	1
12	319	4
12	320	3
12	323	1
12	325	2
12	328	2
12	329	3
12	330	1
12	331	1
12	332	1
12	333	1
13	14	33
13	15	20
13	16	3
13	17	8
13	18	3
13	19	1
13	20	1
13	21	9
13	22	2
13	23	3
13	24	5
13	25	2
13	27	1
13	28	4
13	29	3
13	30	1
13	31	1
13	32	1
13	35	1
13	36	2
13	38	1
13	39	1
13	41	4
13	44	4
13	45	1
13	46	4
13	47	1
13	48	1
13	49	1
13	51	4
13	52	1
13	53	1
13	56	3
13	57	2
13	59	8
13	61	2
13	62	1
13	63	3
13	65	2
13	67	1
13	68	1
13	69	1
13	70	3
13	71	2
13	72	1
13	73	5
13	74	1
13	77	2
13	79	2
13	80	1
13	81	1
13	82	3
13	85	2
13	87	2
13	88	2
13	89	1
13	90	2
13	91	3
13	93	2
13	94	6
13	96	1
13	97	1
13	98	1
13	100	4
13	101	1
13	102	4
13	103	3
13	104	1
13	105	1
13	107	3
13	108	1
13	109	2
13	110	1
13	111	10
13	112	4
13	113	3
13	115	5
13	116	3
13	117	4
13	118	1
13	121	1
13	123	5
13	127	2
13	131	6
13	132	9
13	133	1
13	134	1
13	135	5
13	136	1
13	138	2
13	139	2
13	140	2
13	141	4
13	143	1
13	144	4
13	145	4
13	148	2
13	149	1
13	151	2
13	152	3
13	155	2
13	156	1
13	157	5
13	162	1
13	163	6
13	164	3
13	165	2
13	166	2
13	167	5
13	171	1
13	172	1
13	173	2
13	174	5
13	175	6
13	176	16
13	177	1
13	178	2
13	179	1
13	182	1
13	183	10
13	184	23
13	185	1
13	187	6
13	189	1
13	191	4
13	192	2
13	196	13
13	197	4
13	198	14
13	199	5
13	200	1
13	202	1
13	203	12
13	204	13
13	205	7
13	206	4
13	207	2
13	208	7
13	210	2
13	211	3
13	214	1
13	215	1
13	216	1
13	217	7
13	218	4
13	219	3
13	220	3
13	221	2
13	222	1
13	223	5
13	224	2
13	226	1
13	228	1
13	229	3
13	230	4
13	232	2
13	234	3
13	235	2
13	237	5
13	238	1
13	239	7
13	242	3
13	243	1
13	244	2
13	246	12
13	247	3
13	248	6
13	250	1
13	251	1
13	252	4
13	253	1
13	255	4
13	256	5
13	257	8
13	265	5
13	266	3
13	267	1
13	273	2
13	276	3
13	277	10
13	278	1
13	279	4
13	281	1
13	282	4
13	283	3
13	284	1
13	286	1
13	287	9
13	288	1
13	290	1
13	292	1
13	293	4
13	294	4
13	295	2
13	300	3
13	301	3
13	302	4
13	303	4
13	304	4
13	306	1
13	307	3
13	308	1
13	309	7
13	310	1
13	311	6
13	312	7
13	313	2
13	315	1
13	319	1
13	320	1
13	323	1
13	325	3
13	326	1
13	328	2
13	329	1
13	330	3
13	331	3
13	332	2
13	333	1
14	15	47
14	16	6
14	17	17
14	18	9
14	19	4
14	20	1
14	21	15
14	22	14
14	23	7
14	24	7
14	25	4
14	26	7
14	27	10
14	28	11
14	29	2
14	30	2
14	31	5
14	32	4
14	33	2
14	36	3
14	38	1
14	41	6
14	44	4
14	45	3
14	46	10
14	47	2
14	48	2
14	51	12
14	53	4
14	54	3
14	55	1
14	56	11
14	57	5
14	59	14
14	60	2
14	61	6
14	62	12
14	63	3
14	64	6
14	65	9
14	66	2
14	67	11
14	68	1
14	69	3
14	70	10
14	71	4
14	72	7
14	73	10
14	75	5
14	76	1
14	77	5
14	78	1
14	79	4
14	80	2
14	81	1
14	82	2
14	84	2
14	85	3
14	86	3
14	87	2
14	88	8
14	89	2
14	90	1
14	91	4
14	92	1
14	93	4
14	94	12
14	95	5
14	96	3
14	97	15
14	98	5
14	99	4
14	100	9
14	101	1
14	102	11
14	103	3
14	104	1
14	105	4
14	106	1
14	107	4
14	109	2
14	110	4
14	111	24
14	112	4
14	113	7
14	115	10
14	116	6
14	117	8
14	120	1
14	121	2
14	122	3
14	123	11
14	124	1
14	126	3
14	127	4
14	131	9
14	132	12
14	133	1
14	134	2
14	135	5
14	136	3
14	138	9
14	139	3
14	140	4
14	141	3
14	143	2
14	144	3
14	145	2
14	147	1
14	148	3
14	150	2
14	151	5
14	152	8
14	153	1
14	154	3
14	155	3
14	156	2
14	157	12
14	158	3
14	159	4
14	161	2
14	162	7
14	163	4
14	164	5
14	165	6
14	166	6
14	167	7
14	168	1
14	170	2
14	171	1
14	172	4
14	173	13
14	174	6
14	175	6
14	176	29
14	177	1
14	178	3
14	179	7
14	180	3
14	181	2
14	183	22
14	184	35
14	185	1
14	186	2
14	187	2
14	188	1
14	191	3
14	192	5
14	194	1
14	196	13
14	197	2
14	198	23
14	199	14
14	200	1
14	202	2
14	203	19
14	204	12
14	205	10
14	206	9
14	207	5
14	208	12
14	209	6
14	210	4
14	211	3
14	212	3
14	214	2
14	215	4
14	216	1
14	217	13
14	218	4
14	219	9
14	220	4
14	221	2
14	222	3
14	223	13
14	224	3
14	225	2
14	226	2
14	228	8
14	229	5
14	230	6
14	231	3
14	232	2
14	233	4
14	234	9
14	235	2
14	237	8
14	238	1
14	239	11
14	240	4
14	242	6
14	244	3
14	245	1
14	246	31
14	247	6
14	248	9
14	249	1
14	250	1
14	251	2
14	252	9
14	253	5
14	254	1
14	255	7
14	256	12
14	257	14
14	258	3
14	259	2
14	264	3
14	265	15
14	266	2
14	267	3
14	269	1
14	272	1
14	273	2
14	275	3
14	276	4
14	277	20
14	278	3
14	279	10
14	280	5
14	281	1
14	282	4
14	283	8
14	284	1
14	285	1
14	286	1
14	287	16
14	288	1
14	289	2
14	291	1
14	292	1
14	293	4
14	294	6
14	295	4
14	296	3
14	299	3
14	300	7
14	301	8
14	302	5
14	303	5
14	304	4
14	305	1
14	307	2
14	309	15
14	310	2
14	311	4
14	312	10
14	313	3
14	314	1
14	315	4
